,bootstrap_size,no_features,max_depth,no_trees,accuracy,seconds
160,27000.0,30.0,10.0,50.0,0.9193333333333332,863.731516
161,27000.0,30.0,10.0,100.0,0.9258333333333332,4275.244475
162,5400.0,40.0,10.0,10.0,0.8595,201.746691
163,5400.0,40.0,10.0,20.0,0.8923333333333333,177.687694
164,5400.0,40.0,10.0,30.0,0.9063333333333332,190.743666
165,5400.0,40.0,10.0,40.0,0.912,195.216872
166,5400.0,40.0,10.0,50.0,0.9198333333333332,198.53196599999998
167,5400.0,40.0,10.0,100.0,0.9315,1005.3578550000001
168,13500.0,40.0,10.0,10.0,0.8693333333333333,609.516298
169,13500.0,40.0,10.0,20.0,0.9028333333333334,634.249362
170,13500.0,40.0,10.0,30.0,0.9168333333333332,638.405325
171,13500.0,40.0,10.0,40.0,0.9245,621.0525309999999
172,13500.0,40.0,10.0,50.0,0.9265,555.058046
173,13500.0,40.0,10.0,100.0,0.9365,3052.539073
174,27000.0,40.0,10.0,10.0,0.8845,1518.518642
175,27000.0,40.0,10.0,20.0,0.9206666666666666,1443.5156220000001
176,27000.0,40.0,10.0,30.0,0.9261666666666668,1480.0627279999999
177,27000.0,40.0,10.0,40.0,0.9316666666666666,1443.517851
178,27000.0,40.0,10.0,50.0,0.9343333333333332,1428.40627
179,27000.0,40.0,10.0,100.0,0.9390000000000001,7194.3818599999995
180,5400.0,50.0,10.0,10.0,0.8765,289.19927
181,5400.0,50.0,10.0,20.0,0.907,247.018005
182,5400.0,50.0,10.0,30.0,0.9218333333333332,269.677302
183,5400.0,50.0,10.0,40.0,0.9265,266.581681
184,5400.0,50.0,10.0,50.0,0.9281666666666668,270.542965
185,5400.0,50.0,10.0,100.0,0.9375,1363.293146
186,13500.0,50.0,10.0,10.0,0.8876666666666667,852.3251439999999
187,13500.0,50.0,10.0,20.0,0.9155,901.4562960000001
188,13500.0,50.0,10.0,30.0,0.9268333333333332,907.195008
189,13500.0,50.0,10.0,40.0,0.9306666666666666,842.5419119999999
190,13500.0,50.0,10.0,50.0,0.9353333333333332,819.294684
191,13500.0,50.0,10.0,100.0,0.9405,4481.8304020000005
192,27000.0,50.0,10.0,10.0,0.8971666666666667,2236.536621
193,27000.0,50.0,10.0,20.0,0.9238333333333332,2156.590327
194,27000.0,50.0,10.0,30.0,0.9325,2183.32775
195,27000.0,50.0,10.0,40.0,0.9395,2175.8877620000003
196,27000.0,50.0,10.0,50.0,0.9408333333333332,2105.264722
197,27000.0,50.0,10.0,100.0,0.9421666666666668,10892.424076000001
198,5400.0,100.0,10.0,10.0,0.8993333333333333,895.876933
199,5400.0,100.0,10.0,20.0,0.927,859.6541050000001
200,5400.0,100.0,10.0,30.0,0.9336666666666666,887.247809
201,5400.0,100.0,10.0,40.0,0.9378333333333332,870.920086
202,5400.0,100.0,10.0,50.0,0.9415,860.794605
203,5400.0,100.0,10.0,100.0,0.9455,4399.668341
204,13500.0,100.0,10.0,10.0,0.9156666666666666,3220.3234429999998
205,13500.0,100.0,10.0,20.0,0.937,3382.375651
206,13500.0,100.0,10.0,30.0,0.9443333333333334,3281.846323
207,13500.0,100.0,10.0,40.0,0.9458333333333332,3232.760138
208,13500.0,100.0,10.0,50.0,0.9508333333333332,3349.334318
209,13500.0,100.0,10.0,100.0,0.9531666666666668,16934.890516
210,27000.0,10.0,10.0,10.0,0.571,150.241776
211,27000.0,10.0,10.0,20.0,0.6361666666666667,154.735217
212,27000.0,10.0,10.0,30.0,0.6473333333333333,123.947045
213,27000.0,10.0,10.0,40.0,0.6478333333333334,141.929996
214,27000.0,10.0,10.0,50.0,0.667,147.083799
215,27000.0,10.0,10.0,100.0,0.6866666666666666,676.775116
216,27000.0,20.0,10.0,10.0,0.762,486.927695
217,27000.0,20.0,10.0,20.0,0.8461666666666666,461.982148
218,27000.0,20.0,10.0,30.0,0.8563333333333333,413.011335
219,27000.0,20.0,10.0,40.0,0.8618333333333333,445.892279
220,27000.0,20.0,10.0,50.0,0.8673333333333333,440.374371
221,27000.0,20.0,10.0,100.0,0.88,2281.767019
222,27000.0,30.0,10.0,10.0,0.8491666666666666,876.257381
223,27000.0,30.0,10.0,20.0,0.8948333333333334,870.026474
224,27000.0,30.0,10.0,30.0,0.9083333333333333,844.192847
225,27000.0,30.0,10.0,40.0,0.917,855.962846
226,27000.0,30.0,10.0,50.0,0.9193333333333333,846.115186
227,27000.0,30.0,10.0,100.0,0.9258333333333333,4288.696369
228,27000.0,40.0,10.0,10.0,0.8845,1534.377219
229,27000.0,40.0,10.0,20.0,0.9206666666666666,1455.020578
230,27000.0,40.0,10.0,30.0,0.9261666666666667,1482.222311
231,27000.0,40.0,10.0,40.0,0.9316666666666666,1474.174932
232,27000.0,40.0,10.0,50.0,0.9343333333333333,1443.172753
233,27000.0,40.0,10.0,100.0,0.939,7303.768027
234,27000.0,50.0,10.0,10.0,0.8971666666666667,2279.020533
235,27000.0,50.0,10.0,20.0,0.9238333333333333,2187.811102
236,27000.0,50.0,10.0,30.0,0.9325,2210.584751
237,27000.0,50.0,10.0,40.0,0.9395,2200.661039
238,27000.0,50.0,10.0,50.0,0.9408333333333333,2111.39498
239,27000.0,50.0,10.0,100.0,0.9421666666666667,11260.0013
240,27000.0,100.0,10.0,10.0,0.9306666666666666,9128.282756
241,27000.0,100.0,10.0,20.0,0.9465,9264.022996
242,27000.0,100.0,10.0,30.0,0.9483333333333334,8861.68468
243,27000.0,100.0,10.0,40.0,0.9486666666666667,8336.07634
244,27000.0,100.0,10.0,50.0,0.952,8722.85575
245,27000.0,100.0,10.0,100.0,0.9525,43388.490891
246,27000.0,10.0,15.0,10.0,0.5425,207.211601
247,27000.0,10.0,15.0,20.0,0.6083333333333333,209.205877
248,27000.0,10.0,15.0,30.0,0.6251666666666666,176.495172
249,27000.0,10.0,15.0,40.0,0.6271666666666667,193.714358
250,27000.0,10.0,15.0,50.0,0.6535,208.391254
251,27000.0,10.0,15.0,100.0,0.6695,929.858893
252,27000.0,20.0,15.0,10.0,0.7593333333333333,660.742533
253,27000.0,20.0,15.0,20.0,0.85,618.634115
254,27000.0,20.0,15.0,30.0,0.8593333333333333,554.859573
255,27000.0,20.0,15.0,40.0,0.868,601.895786
256,27000.0,20.0,15.0,50.0,0.8778333333333334,567.031355
257,27000.0,20.0,15.0,100.0,0.8928333333333334,2795.597589
258,27000.0,30.0,15.0,10.0,0.86,1068.021157
259,27000.0,30.0,15.0,20.0,0.9046666666666666,1051.324391
260,27000.0,30.0,15.0,30.0,0.9195,1037.094205
261,27000.0,30.0,15.0,40.0,0.9251666666666667,1037.795347
262,27000.0,30.0,15.0,50.0,0.9285,1023.516398
263,27000.0,30.0,15.0,100.0,0.939,5143.153401
264,27000.0,40.0,15.0,10.0,0.8908333333333334,1724.635146
265,27000.0,40.0,15.0,20.0,0.929,1673.841317
266,27000.0,40.0,15.0,30.0,0.9398333333333333,1765.710402
267,27000.0,40.0,15.0,40.0,0.9463333333333334,1737.105264
268,27000.0,40.0,15.0,50.0,0.9488333333333333,1672.982209
269,27000.0,40.0,15.0,100.0,0.9536666666666667,8473.351486
270,27000.0,50.0,15.0,10.0,0.9036666666666666,2576.422076
271,27000.0,50.0,15.0,20.0,0.94,2431.977387
272,27000.0,50.0,15.0,30.0,0.9483333333333334,2541.993675
273,27000.0,50.0,15.0,40.0,0.9538333333333333,2458.030535
274,27000.0,50.0,15.0,50.0,0.9541666666666667,2381.062919
275,27000.0,50.0,15.0,100.0,0.9595,12345.508058
276,27000.0,100.0,15.0,10.0,0.9431666666666667,9526.855428
277,27000.0,100.0,15.0,20.0,0.958,9335.873826
