,bootstrap_size,no_features,max_depth,no_trees,accuracy,seconds
203,13500.0,50.0,20.0,100.0,0.9546666666666667,7306.307599
204,5400.0,100.0,20.0,10.0,0.9051666666666667,1386.180153
205,5400.0,100.0,20.0,20.0,0.9331666666666667,1329.376096
206,5400.0,100.0,20.0,30.0,0.943,1377.487404
207,5400.0,100.0,20.0,40.0,0.946,1348.371932
208,5400.0,100.0,20.0,50.0,0.9503333333333334,1328.404694
209,5400.0,100.0,20.0,100.0,0.9521666666666667,6759.747593
210,13500.0,100.0,20.0,10.0,0.9266666666666666,4624.348483
211,13500.0,100.0,20.0,20.0,0.947,4842.42054
212,13500.0,100.0,20.0,30.0,0.9553333333333334,4817.108874
213,13500.0,100.0,20.0,40.0,0.9576666666666667,4647.046811
214,13500.0,100.0,20.0,50.0,0.9585,4802.038692
215,13500.0,100.0,20.0,100.0,0.9621666666666666,24445.599677
